,Sample,Study,ERBB2,EGFR
15638,GTEX-11ZUS-1226-SM-5FQU8,GTEX,13.84,12.56
15639,TCGA-HC-7819-11,TCGA,13.45,13.2
15640,GTEX-R55E-1026-SM-2TC5S,GTEX,12.45,11.14
15641,GTEX-ZYFG-0826-SM-5BC5T,GTEX,11.91,11.64
15642,GTEX-12WS9-0011-R4b-SM-5P9EU,GTEX,9.621,10.13
15643,GTEX-12584-0426-SM-5FQTT,GTEX,12.42,11.97
15644,TCGA-EJ-7330-11,TCGA,12.86,12.47
15645,GTEX-13RTJ-0011-R10b-SM-5O9CW,GTEX,9.184,9.871
15646,GTEX-YF7O-0426-SM-5P9FS,GTEX,12.71,9.475
15647,TARGET-50-PAKGZX-01,TARGET,11.32,11.5
15648,TCGA-IM-A3U2-01,TCGA,13.79,11.86
15649,GTEX-QV44-0626-SM-4R1KJ,GTEX,13.1,11.91
15650,GTEX-TKQ2-0004-SM-3NMAC,GTEX,8.967,5.724
15651,TCGA-BH-A18U-11,TCGA,13.19,12.8
15652,TCGA-36-1568-01,TCGA,12.91,11.35
15653,GTEX-RUSQ-0003-SM-2XCEB,GTEX,8.471,7.342
15654,GTEX-13PVQ-1826-SM-5L3GU,GTEX,10.97,11.2
15655,TCGA-EU-5904-01,TCGA,12.2,12.82
15656,TCGA-55-8207-01,TCGA,13.87,13.34
15657,TCGA-EJ-5514-01,TCGA,13.63,12.14
15658,GTEX-PLZ6-0526-SM-3P61C,GTEX,14.03,12.57
15659,TCGA-38-4625-01,TCGA,10.96,10.73
15660,TCGA-06-0211-02,TCGA,11.01,17.05
15661,TCGA-OL-A5DA-01,TCGA,14.09,9.018
15662,TCGA-R6-A6L6-01,TCGA,13.56,11.74
15663,GTEX-X4EO-0126-SM-3P5YN,GTEX,13.34,12.38
15664,TCGA-A7-A5ZV-01,TCGA,13.76,12.61
15665,GTEX-13O3O-0011-R6b-SM-5P9GY,GTEX,10.1,11.47
15666,TCGA-VS-A9UI-01,TCGA,12.61,11.73
15667,GTEX-ZZPU-1826-SM-5E43L,GTEX,11.49,12.71
15668,TCGA-06-2562-01,TCGA,11.56,11.15
15669,GTEX-TSE9-0005-SM-4DXUF,GTEX,7.641,5.457
15670,TCGA-UN-AAZ9-01,TCGA,13.56,13.3
15671,TCGA-BR-7707-01,TCGA,13.06,10.39
15672,GTEX-Q2AI-1326-SM-2S1PL,GTEX,13.27,13.46
15673,TCGA-50-5930-11,TCGA,12.51,12.37
15674,TCGA-KM-8639-01,TCGA,13.46,9.383
15675,TCGA-WE-AAA3-06,TCGA,11.58,7.317
15676,TCGA-AX-A3FT-01,TCGA,12.91,10.22
15677,TCGA-BP-5007-01,TCGA,12.39,13.86
15678,GTEX-12WSH-0011-R9b-SM-5LZUG,GTEX,9.575,9.516
15679,TARGET-30-PAPTAN-01,TARGET,11.8,11.41
15680,TCGA-EJ-7794-01,TCGA,13.41,12.87
15681,GTEX-ZVE2-0326-SM-57WFC,GTEX,10.28,12.67
15682,TCGA-KS-A41J-01,TCGA,13.76,11.3
15683,TCGA-A3-3374-01,TCGA,12.35,13.17
15684,GTEX-ZF2S-0326-SM-4WKGD,GTEX,9.981,9.611
15685,TCGA-CK-4951-01,TCGA,12.99,10.6
15686,TCGA-BP-5180-01,TCGA,13.12,13.74
15687,TCGA-EY-A2OQ-01,TCGA,13.3,10.61
15688,TCGA-AB-2815-03,TCGA,7.73,3.591
15689,TCGA-D7-6524-01,TCGA,13.29,11.92
15690,TCGA-F4-6704-01,TCGA,11.65,11.36
15691,TCGA-FS-A1ZW-06,TCGA,10.58,5.855
15692,TCGA-A5-A7WK-01,TCGA,14.21,10.98
15693,TCGA-CZ-5984-01,TCGA,12.52,13.15
15694,GTEX-YJ8O-2826-SM-5CVM4,GTEX,11.21,10.61
15695,TCGA-EB-A4IQ-01,TCGA,12.09,11.2
15696,GTEX-ZA64-1426-SM-5CVMC,GTEX,10.81,11.89
15697,TARGET-10-PAPBES-03,TARGET,8.968,0.0
15698,TCGA-55-6968-01,TCGA,10.4,9.07
15699,TCGA-F1-A72C-01,TCGA,12.8,11.96
15700,GTEX-145MH-0011-R1b-SM-5PNWY,GTEX,8.862,10.52
15701,TCGA-DU-A7T8-01,TCGA,10.2,13.88
15702,TCGA-C5-A1MQ-01,TCGA,13.6,12.86
15703,GTEX-XPT6-2126-SM-4B66P,GTEX,13.26,13.02
15704,TCGA-CN-A49A-01,TCGA,12.38,13.74
15705,GTEX-148VJ-2926-SM-5Q5DA,GTEX,9.689,9.875
15706,GTEX-YFCO-1726-SM-4W21S,GTEX,11.08,10.75
15707,TARGET-30-PAMVRA-01,TARGET,8.841,5.671
15708,GTEX-14ASI-0526-SM-5QGQP,GTEX,11.49,11.37
15709,TCGA-BH-A0BP-01,TCGA,12.31,10.47
15710,TCGA-2F-A9KR-01,TCGA,13.78,12.09
15711,GTEX-WHSE-1626-SM-4M1XL,GTEX,11.16,12.03
15712,TCGA-ET-A2N3-01,TCGA,13.63,11.31
15713,GTEX-X5EB-0426-SM-46MVY,GTEX,12.17,11.51
15714,TARGET-20-PASFJB-03,TARGET,6.068,0.0
15715,TCGA-CV-7242-11,TCGA,13.69,13.15
15716,GTEX-ZGAY-0326-SM-57WF5,GTEX,12.41,10.16
15717,GTEX-ZVT2-1326-SM-5E45H,GTEX,13.74,12.8
15718,TCGA-CZ-5986-01,TCGA,13.15,14.19
15719,GTEX-ZVE1-0726-SM-51MRN,GTEX,12.88,13.27
15720,TCGA-FY-A3ON-01,TCGA,14.0,13.06
15721,GTEX-11P7K-0426-SM-5BC5H,GTEX,9.193,10.18
15722,TCGA-RY-A847-01,TCGA,9.764,13.88
15723,TCGA-A2-A0EO-01,TCGA,14.37,11.17
15724,TARGET-30-PASNML-01,TARGET,9.761,7.592
15725,TCGA-25-1634-01,TCGA,13.98,10.77
15726,GTEX-WWYW-0011-R10A-SM-3NB35,GTEX,8.672,9.885
15727,TCGA-DD-A4NO-01,TCGA,13.08,12.74
15728,GTEX-145MO-3126-SM-5S2RT,GTEX,10.31,9.727
15729,TCGA-2L-AAQE-01,TCGA,13.19,11.24
15730,TCGA-AL-3472-01,TCGA,14.78,11.08
15731,TCGA-3X-AAVC-01,TCGA,13.06,11.2
15732,TCGA-EJ-5517-01,TCGA,13.09,11.63
15733,TCGA-BK-A0CA-01,TCGA,13.18,13.1
15734,TCGA-CJ-4634-01,TCGA,12.42,13.78
15735,TCGA-CW-5581-01,TCGA,12.72,13.74
15736,GTEX-11LCK-1226-SM-5Q5AM,GTEX,10.84,11.22
15737,TARGET-10-PANKAK-09,TARGET,8.074,2.025
15738,GTEX-13NYS-0426-SM-5MR4X,GTEX,13.26,11.27
15739,GTEX-XBED-1626-SM-47JYN,GTEX,12.53,13.2
15740,GTEX-13CF2-0011-R5a-SM-5LZWS,GTEX,11.27,11.43
15741,GTEX-13O3P-1426-SM-5L3DT,GTEX,12.03,10.29
15742,GTEX-RVPU-2226-SM-2XCAQ,GTEX,12.79,14.17
15743,TCGA-QR-A70K-01,TCGA,8.681,5.361
15744,GTEX-U8XE-2526-SM-4E3IT,GTEX,12.14,11.62
15745,TCGA-BR-8284-01,TCGA,12.94,12.61
15746,TCGA-HC-A8D0-01,TCGA,12.83,11.95
15747,TCGA-CG-5725-01,TCGA,13.22,9.632
15748,GTEX-148VJ-2426-SM-5NQ9Y,GTEX,11.43,11.88
15749,GTEX-13PLJ-0005-SM-5NQ99,GTEX,10.62,4.175
15750,GTEX-139T8-0326-SM-5IJCM,GTEX,12.8,12.31
15751,TCGA-27-1830-01,TCGA,10.06,12.31
15752,GTEX-12WSG-0326-SM-5FQU3,GTEX,11.39,11.42
15753,GTEX-QEG4-0626-SM-2S1OY,GTEX,11.21,10.87
15754,GTEX-13VXU-2926-SM-5LU5C,GTEX,9.361,9.759
15755,TCGA-HU-A4GX-01,TCGA,12.91,12.48
15756,GTEX-139T4-0008-SM-5S2WF,GTEX,11.41,13.66
15757,TCGA-5R-AA1D-01,TCGA,12.97,12.62
15758,TCGA-DD-AACF-01,TCGA,12.77,13.53
15759,GTEX-131XE-2426-SM-5EQ5V,GTEX,9.908,12.67
15760,GTEX-ZAB4-0011-R8b-SM-4SOKF,GTEX,10.1,10.53
15761,TARGET-30-PALZZV-01,TARGET,9.139,7.552
15762,TCGA-BT-A20R-01,TCGA,14.57,11.82
15763,TCGA-G9-6338-01,TCGA,12.68,10.73
15764,GTEX-13OVJ-0926-SM-5K7U1,GTEX,10.19,12.67
15765,TCGA-98-A53C-01,TCGA,12.07,12.12
15766,GTEX-WZTO-0011-R6B-SM-4E3J6,GTEX,10.08,11.01
15767,TCGA-CK-6751-01,TCGA,12.97,11.12
15768,GTEX-POMQ-1926-SM-3NB1Y,GTEX,10.92,11.69
15769,TARGET-10-PARNMF-04,TARGET,5.721,0.0
15770,GTEX-14A5I-2826-SM-5SIBF,GTEX,10.17,10.93
15771,GTEX-ZG7Y-1426-SM-4WWBM,GTEX,12.81,11.42
15772,GTEX-11DXZ-0726-SM-5N9C4,GTEX,12.03,11.25
15773,GTEX-YFCO-0426-SM-4W1Z7,GTEX,11.81,12.08
15774,TCGA-22-0940-01,TCGA,11.6,12.24
15775,TCGA-DD-AAE7-01,TCGA,12.99,12.51
15776,TCGA-E9-A22G-01,TCGA,12.52,10.55
15777,GTEX-XUJ4-1726-SM-4BONW,GTEX,9.929,12.33
15778,GTEX-WYJK-1226-SM-4ONCP,GTEX,13.18,12.22
15779,TCGA-E8-A44M-01,TCGA,13.2,11.83
15780,TCGA-04-1337-01,TCGA,13.14,10.91
15781,TCGA-TQ-A7RQ-01,TCGA,10.83,14.77
15782,TCGA-AK-3454-01,TCGA,11.92,12.96
15783,TCGA-CV-7252-01,TCGA,12.13,13.84
15784,TCGA-ER-A19J-06,TCGA,11.68,9.072
15785,GTEX-113JC-0008-SM-5QGR6,GTEX,11.54,12.53
15786,GTEX-WFG8-1626-SM-4LVMB,GTEX,11.84,11.15
15787,TCGA-90-7964-01,TCGA,13.67,12.75
15788,GTEX-144GM-0826-SM-5O98R,GTEX,12.09,12.99
15789,TCGA-L4-A4E5-01,TCGA,14.18,14.15
15790,TCGA-L5-A4OE-01,TCGA,12.55,14.16
15791,TCGA-L5-A8NM-01,TCGA,13.56,12.29
15792,TCGA-SN-A84X-01,TCGA,13.26,11.32
15793,TCGA-DZ-6135-01,TCGA,14.12,12.18
15794,GTEX-11NSD-0426-SM-5N9CR,GTEX,9.561,9.437
15795,TARGET-10-PAPNMY-04,TARGET,7.24,1.258
15796,K-562-SM-2TC5E,K,8.435,4.645
15797,GTEX-ZE7O-3126-SM-5HL5X,GTEX,10.03,11.43
15798,TCGA-49-4505-01,TCGA,13.45,13.36
15799,TCGA-13-0919-01,TCGA,13.68,9.068
15800,TCGA-58-8393-01,TCGA,12.54,12.99
15801,TCGA-63-A5MS-01,TCGA,11.93,13.51
15802,TARGET-10-PAPNMY-09,TARGET,9.022,0.0
15803,GTEX-QCQG-0126-SM-48U27,GTEX,9.452,12.07
15804,TCGA-E2-A15M-11,TCGA,13.01,12.76
15805,GTEX-113JC-0126-SM-5EGJW,GTEX,13.66,12.7
15806,TCGA-AD-A5EJ-01,TCGA,13.12,11.36
15807,GTEX-13FH7-0326-SM-5J1MR,GTEX,12.13,11.62
15808,TCGA-EM-A3FQ-06,TCGA,13.3,10.99
15809,TCGA-A3-3378-01,TCGA,11.37,14.01
15810,TCGA-BR-A4J7-01,TCGA,12.56,11.72
15811,TCGA-WC-AA9A-01,TCGA,10.89,5.882
15812,TCGA-EM-A3FQ-01,TCGA,13.26,12.34
15813,TCGA-D7-6520-01,TCGA,14.11,11.79
15814,TCGA-CJ-5683-01,TCGA,12.54,13.63
15815,GTEX-147F3-0726-SM-5NQ9U,GTEX,12.14,12.31
15816,TCGA-30-1855-01,TCGA,12.76,12.0
15817,GTEX-ZVZQ-0008-SM-51MSK,GTEX,11.63,12.25
15818,TCGA-CA-6716-01,TCGA,12.77,10.6
15819,TCGA-DX-A48L-01,TCGA,11.35,12.21
15820,TCGA-CW-6090-11,TCGA,13.49,11.75
15821,TCGA-XF-A9T3-01,TCGA,12.83,12.27
15822,TCGA-FS-A1Z7-06,TCGA,10.85,9.588
15823,TCGA-ZJ-AAXF-01,TCGA,12.91,12.99
15824,GTEX-Y114-2726-SM-4TT9B,GTEX,11.84,11.76
15825,TCGA-B6-A0IP-01,TCGA,14.14,9.589
15826,GTEX-12WSG-0226-SM-5EGIF,GTEX,12.05,11.05
15827,TCGA-HU-8604-01,TCGA,11.85,10.41
15828,TCGA-N5-A4RJ-01,TCGA,13.71,10.59
15829,GTEX-ZQUD-2126-SM-51MSY,GTEX,13.05,12.33
15830,TCGA-W3-A828-06,TCGA,12.34,15.38
15831,TCGA-66-2791-01,TCGA,11.46,13.02
15832,TCGA-A8-A0A2-01,TCGA,13.93,8.818
15833,GTEX-SNOS-0008-SM-4DM6I,GTEX,10.75,12.54
15834,TCGA-EJ-5507-01,TCGA,13.46,11.79
15835,GTEX-13CIG-0011-R8b-SM-5LZX5,GTEX,9.656,9.91
15836,GTEX-P78B-0626-SM-5S2W4,GTEX,13.54,12.37
15837,TCGA-DD-AAE4-01,TCGA,11.87,12.1
15838,TCGA-24-2035-01,TCGA,14.28,10.38
15839,TCGA-57-1585-01,TCGA,13.76,11.62
15840,TCGA-3A-A9IC-01,TCGA,13.36,10.36
15841,GTEX-UTHO-0011-R5A-SM-3GIJD,GTEX,9.277,10.81
15842,GTEX-ZF2S-1426-SM-57WET,GTEX,12.41,10.93
15843,TCGA-21-1080-01,TCGA,12.6,14.2
15844,TCGA-93-7347-01,TCGA,12.9,12.73
15845,GTEX-111YS-1426-SM-5GID8,GTEX,14.51,11.9
15846,TCGA-EJ-5506-01,TCGA,13.73,13.13
15847,GTEX-QCQG-0008-SM-48U2G,GTEX,11.32,13.13
15848,TCGA-FG-8191-01,TCGA,9.431,13.64
15849,GTEX-S4P3-1626-SM-3K2AZ,GTEX,11.15,10.76
15850,TCGA-CW-5585-01,TCGA,13.21,13.02
15851,GTEX-NL4W-0011-R11A-SM-2I3DW,GTEX,8.185,8.116
15852,TCGA-E1-A7YW-01,TCGA,9.987,14.07
15853,TCGA-62-A471-01,TCGA,13.8,9.761
15854,TCGA-CV-6938-11,TCGA,13.27,13.69
15855,TARGET-10-PAPLTZ-04,TARGET,8.417,1.606
15856,TCGA-97-8177-01,TCGA,12.89,12.04
15857,GTEX-11NV4-2026-SM-5N9DG,GTEX,10.65,11.66
15858,GTEX-11DZ1-0126-SM-5985Q,GTEX,13.26,14.48
15859,TCGA-CX-7082-01,TCGA,12.36,13.76
15860,GTEX-13QBU-1326-SM-5LU4K,GTEX,9.644,13.12
15861,TARGET-10-PAPLTZ-09,TARGET,8.637,1.982
15862,GTEX-QV44-0926-SM-2S1RH,GTEX,11.08,10.22
15863,GTEX-117XS-0426-SM-5GZZN,GTEX,13.22,11.48
15864,GTEX-U8T8-0126-SM-3DB94,GTEX,13.23,13.93
15865,GTEX-WXYG-2526-SM-3NB3F,GTEX,11.8,10.5
15866,GTEX-Y5LM-1926-SM-5RQJH,GTEX,13.59,13.55
15867,GTEX-YB5K-2226-SM-4WWG1,GTEX,9.738,13.43
15868,GTEX-Y8E4-1926-SM-4VBPW,GTEX,11.58,12.38
15869,TCGA-B6-A1KC-01,TCGA,12.99,8.161
15870,GTEX-13RTJ-0011-R11a-SM-5O9CK,GTEX,8.366,8.646
15871,TCGA-EM-A2P0-01,TCGA,13.92,13.49
15872,GTEX-X585-1226-SM-46MW7,GTEX,13.47,11.93
15873,GTEX-13W3W-2226-SM-5LU4M,GTEX,12.64,11.34
15874,GTEX-1269C-0005-SM-5N9CJ,GTEX,10.09,4.241
15875,TCGA-43-7657-11,TCGA,12.48,12.25
15876,GTEX-ZYWO-2226-SM-5GZXR,GTEX,13.22,13.73
15877,K-562-SM-5O98J,K,8.585,3.588
15878,TCGA-KR-A7K2-01,TCGA,12.44,12.78
15879,TCGA-H7-A6C5-11,TCGA,13.52,12.95
15880,TCGA-BJ-A0YZ-01,TCGA,13.67,12.64
15881,GTEX-13OVG-0726-SM-5IJBY,GTEX,11.07,11.3
15882,GTEX-ZYWO-2026-SM-5GIDA,GTEX,11.5,11.04
15883,TCGA-78-7160-01,TCGA,12.81,11.28
15884,TCGA-ZB-A963-01,TCGA,11.36,13.25
15885,TCGA-A2-A1FV-01,TCGA,13.5,10.45
15886,TCGA-QQ-A5V2-01,TCGA,11.1,8.764
15887,TCGA-KU-A6H7-06,TCGA,12.59,11.2
15888,TCGA-B8-4619-01,TCGA,13.53,13.19
15889,TCGA-VP-A878-01,TCGA,13.6,12.15
15890,TCGA-LG-A9QC-01,TCGA,8.918,11.19
15891,TCGA-KU-A6H7-01,TCGA,12.02,12.19
15892,TCGA-43-7658-01,TCGA,12.57,10.28
15893,TCGA-DB-5278-01,TCGA,9.951,12.26
15894,GTEX-UJMC-0426-SM-4IHJF,GTEX,11.67,10.61
15895,GTEX-13QJC-0011-R8b-SM-5S2U6,GTEX,9.522,11.0
15896,GTEX-12WS9-0011-R3a-SM-5CVNF,GTEX,10.33,10.58
15897,TCGA-AA-A01Z-01,TCGA,12.22,10.99
15898,GTEX-11DXX-1326-SM-5GIDZ,GTEX,12.46,10.82
15899,TCGA-56-8305-01,TCGA,11.45,12.03
15900,TCGA-B3-3925-01,TCGA,13.81,12.75
15901,TCGA-CZ-4863-11,TCGA,14.4,13.1
15902,GTEX-QLQW-1326-SM-2S1QS,GTEX,10.81,10.96
15903,GTEX-13SLW-2826-SM-5Q5ES,GTEX,11.62,11.51
15904,TCGA-E1-A7YS-01,TCGA,10.59,15.43
15905,TCGA-G9-6379-01,TCGA,13.35,11.19
15906,GTEX-ZUA1-0011-R6b-SM-4YCDD,GTEX,8.899,9.976
15907,TCGA-EM-A3FJ-01,TCGA,13.87,12.7
15908,TCGA-97-7938-01,TCGA,13.39,13.18
15909,TCGA-ZN-A9VP-01,TCGA,13.69,13.23
15910,TCGA-SP-A6QF-01,TCGA,8.116,5.986
15911,GTEX-OHPK-0426-SM-3MJH3,GTEX,12.76,12.16
15912,GTEX-ZDTS-1426-SM-5K7WC,GTEX,12.46,11.03
15913,TCGA-L5-A4ON-01,TCGA,13.95,13.52
15914,TCGA-21-1083-01,TCGA,11.81,11.78
15915,TCGA-DD-AAD2-01,TCGA,12.11,12.45
15916,TCGA-GR-A4D4-01,TCGA,9.573,9.303
15917,TCGA-RP-A693-06,TCGA,10.96,6.538
15918,GTEX-WHWD-0226-SM-4OORT,GTEX,13.39,11.49
15919,GTEX-132QS-0726-SM-5IJE9,GTEX,11.93,12.54
15920,GTEX-13OW6-1626-SM-5IJD5,GTEX,11.6,12.68
15921,TCGA-VS-A9UM-01,TCGA,12.95,13.15
15922,TCGA-DD-A39W-01,TCGA,12.62,10.94
15923,TCGA-BR-8384-01,TCGA,11.99,12.91
15924,TARGET-30-PANZVU-01,TARGET,9.323,8.69
15925,GTEX-ZC5H-2626-SM-5J2MG,GTEX,13.14,12.29
15926,GTEX-13CF3-0006-SM-5N9ED,GTEX,7.076,3.94
15927,TCGA-D8-A1JT-01,TCGA,12.62,7.177
15928,GTEX-Q2AI-0926-SM-48U1F,GTEX,12.9,11.39
15929,TCGA-A8-A06U-01,TCGA,14.43,8.439
15930,TCGA-ZB-A96L-01,TCGA,12.14,14.55
15931,GTEX-WY7C-0726-SM-4ONCB,GTEX,11.51,12.8
15932,TCGA-66-2755-01,TCGA,10.97,13.76
15933,GTEX-ZE9C-1326-SM-5S2OW,GTEX,10.88,11.71
15934,GTEX-WHPG-2226-SM-3NMBO,GTEX,11.03,10.83
15935,GTEX-POMQ-0126-SM-48TD6,GTEX,9.837,9.082
15936,TCGA-BL-A0C8-01,TCGA,12.8,11.33
15937,TCGA-61-2113-01,TCGA,14.05,11.61
15938,GTEX-OXRO-0226-SM-3LK6F,GTEX,9.988,13.27
15939,TCGA-DX-AB2O-01,TCGA,10.95,11.28
15940,TCGA-DX-A7EQ-01,TCGA,12.92,10.32
15941,GTEX-Y9LG-1926-SM-5IFHY,GTEX,10.31,11.65
15942,TCGA-D3-A1QA-06,TCGA,12.32,5.567
15943,TCGA-D3-A1QA-07,TCGA,12.0,6.003
15944,GTEX-ZE7O-2626-SM-51MSS,GTEX,11.53,11.19
15945,TCGA-L5-A4OJ-11,TCGA,12.16,13.83
15946,TCGA-XD-AAUL-01,TCGA,13.64,11.47
15947,TARGET-50-PAJLTH-01,TARGET,11.81,12.4
15948,GTEX-13PVQ-0011-R7a-SM-5L3G3,GTEX,10.12,10.83
15949,TCGA-BH-A0GY-01,TCGA,12.95,9.793
15950,TCGA-WC-A88A-01,TCGA,11.27,4.292
15951,GTEX-U8XE-1526-SM-4E3HT,GTEX,11.48,13.64
15952,TARGET-50-PALGLU-01,TARGET,12.29,11.56
15953,GTEX-ZYT6-1126-SM-5GZYR,GTEX,13.59,12.67
15954,GTEX-XOTO-0526-SM-4B662,GTEX,10.94,11.4
15955,TCGA-GJ-A6C0-01,TCGA,9.269,12.1
15956,TCGA-E2-A56Z-01,TCGA,13.25,6.659
15957,TCGA-55-A494-01,TCGA,13.96,12.35
15958,TCGA-AB-2823-03,TCGA,6.693,0.0
15959,TCGA-GR-7351-01,TCGA,9.797,7.455
15960,TCGA-BH-A18Q-11,TCGA,13.49,13.1
15961,TCGA-G9-6333-01,TCGA,13.37,11.61
15962,TCGA-HT-7695-01,TCGA,10.02,13.91
15963,GTEX-PWN1-0008-SM-48TEA,GTEX,11.4,12.87
15964,TCGA-A7-A13E-01,TCGA,13.49,12.75
15965,TCGA-DU-7012-01,TCGA,12.15,14.47
15966,TCGA-RX-A8JQ-01,TCGA,9.181,8.898
15967,TCGA-EE-A2MD-06,TCGA,10.48,6.613
15968,TARGET-50-PALJIP-02,TARGET,11.65,12.93
15969,TCGA-BB-A6UM-01,TCGA,13.11,12.09
15970,GTEX-11OF3-0006-SM-5O9CM,GTEX,9.669,3.606
15971,TARGET-50-PALJIP-01,TARGET,10.64,11.83
15972,TCGA-EB-A3Y7-01,TCGA,12.05,5.845
15973,TCGA-PC-A5DN-01,TCGA,12.38,11.17
15974,TCGA-CG-4444-01,TCGA,13.31,12.26
15975,GTEX-VUSG-1226-SM-4KKZF,GTEX,14.04,12.51
15976,TCGA-SL-A6J9-01,TCGA,14.38,7.566
15977,TCGA-IZ-8196-01,TCGA,14.29,13.42
15978,TCGA-04-1338-01,TCGA,12.75,9.596
15979,TCGA-B8-5545-01,TCGA,12.47,13.02
15980,GTEX-145MI-0326-SM-5Q5EV,GTEX,11.23,11.85
15981,TCGA-EL-A3ZO-11,TCGA,12.75,12.08
15982,TCGA-A2-A0CP-01,TCGA,13.35,10.55
15983,TCGA-64-1677-01,TCGA,12.01,10.14
15984,GTEX-XAJ8-0526-SM-47JYK,GTEX,12.31,11.32
15985,TCGA-HT-7879-01,TCGA,10.24,13.54
15986,TCGA-BK-A139-02,TCGA,11.28,7.9
15987,GTEX-11DXZ-2026-SM-5987S,GTEX,14.11,13.93
15988,TCGA-BK-A139-01,TCGA,10.72,10.09
15989,TCGA-FD-A6TG-01,TCGA,14.39,11.09
15990,TCGA-O2-A52N-01,TCGA,13.06,16.82
15991,TCGA-E2-A1LS-01,TCGA,11.46,11.3
15992,GTEX-113IC-0006-SM-5NQ9C,GTEX,9.477,1.372
15993,TCGA-DU-A7TC-01,TCGA,9.773,13.95
15994,TCGA-CJ-5681-01,TCGA,13.19,13.58
15995,TCGA-61-2000-01,TCGA,13.64,8.748
15996,TCGA-22-4607-01,TCGA,11.17,11.86
15997,TCGA-DD-A39X-01,TCGA,10.5,11.23
15998,TCGA-CH-5789-01,TCGA,13.58,12.59
15999,GTEX-NPJ7-0011-R1a-SM-3GACT,GTEX,9.493,9.994
16000,TCGA-EE-A2MQ-06,TCGA,9.666,7.081
16001,GTEX-11EI6-0526-SM-5985S,GTEX,11.87,12.04
16002,TCGA-02-2483-01,TCGA,9.267,10.94
16003,TCGA-69-8253-01,TCGA,13.74,10.7
16004,GTEX-13G51-2626-SM-5LZYW,GTEX,10.81,11.61
16005,GTEX-ZVT3-1426-SM-59HLP,GTEX,13.05,13.44
16006,GTEX-1399T-0011-R5b-SM-5IJDK,GTEX,10.2,10.69
16007,TCGA-DX-A6YQ-01,TCGA,7.263,14.02
16008,TCGA-CV-7411-01,TCGA,13.28,13.51
16009,GTEX-Y5LM-0626-SM-4V6G4,GTEX,13.1,12.26
16010,GTEX-UPK5-0003-SM-3NMDI,GTEX,8.573,4.651
16011,GTEX-YB5E-1626-SM-5IFIQ,GTEX,13.3,11.92
16012,TCGA-B8-4622-01,TCGA,12.25,14.13
16013,TCGA-DX-A1L4-01,TCGA,11.05,9.5
16014,GTEX-SIU8-0626-SM-2XCDN,GTEX,12.5,11.67
16015,GTEX-11DXX-0226-SM-5P9HL,GTEX,12.81,11.54
16016,GTEX-11EQ9-2026-SM-5P9JI,GTEX,13.41,12.5
16017,TCGA-A2-A0CX-01,TCGA,17.42,9.048
16018,TCGA-A8-A07S-01,TCGA,13.63,7.918
16019,TCGA-DJ-A13P-01,TCGA,13.77,13.01
16020,TCGA-DD-A114-11,TCGA,12.89,12.84
16021,TCGA-FY-A3W9-01,TCGA,13.47,11.64
16022,TCGA-X6-A8C6-01,TCGA,10.58,10.92
16023,GTEX-Y8DK-0526-SM-4TT3R,GTEX,12.79,12.45
16024,TCGA-BH-A1FM-01,TCGA,11.68,9.214
16025,TCGA-EJ-A46D-01,TCGA,13.23,12.21
16026,TARGET-20-PARYVW-09,TARGET,6.73,0.0
16027,GTEX-ZQG8-1326-SM-51MQW,GTEX,13.24,12.4
16028,TCGA-JY-A93E-01,TCGA,13.83,12.72
16029,TCGA-YL-A8SI-01,TCGA,13.29,11.53
16030,TCGA-D5-6531-01,TCGA,12.79,10.69
16031,GTEX-11OF3-1326-SM-5N9FJ,GTEX,13.11,10.23
16032,GTEX-Y8DK-0011-R10A-SM-4SOK1,GTEX,8.467,9.667
16033,TCGA-VN-A88K-01,TCGA,13.1,11.09
16034,TCGA-VS-A8EH-01,TCGA,12.64,12.19
16035,TARGET-20-PARYVW-04,TARGET,7.681,2.512
16036,TCGA-5U-AB0F-01,TCGA,10.5,10.54
16037,GTEX-13FH7-1626-SM-5J2O9,GTEX,10.72,11.96
16038,TARGET-30-PAPUEB-01,TARGET,9.684,7.765
16039,GTEX-R45C-0926-SM-3GAD4,GTEX,12.52,9.164
16040,TCGA-GU-A766-01,TCGA,11.72,13.44
16041,TCGA-PR-A5PG-01,TCGA,8.292,8.782
16042,GTEX-PW2O-0006-SM-2I3DV,GTEX,7.278,3.993
16043,GTEX-WFG8-0006-SM-3GIKS,GTEX,5.67,3.457
16044,GTEX-13W3W-1826-SM-5IJDE,GTEX,11.66,12.59
16045,GTEX-13OW8-0011-R1a-SM-5L3HI,GTEX,10.96,11.18
16046,TCGA-2J-AABA-01,TCGA,13.53,11.33
16047,TCGA-AZ-6598-01,TCGA,11.73,10.97
16048,GTEX-14753-0011-R6b-SM-5S2UD,GTEX,11.37,11.88
16049,TCGA-78-7159-01,TCGA,13.47,12.54
16050,TARGET-10-PAPDJM-04,TARGET,9.121,0.0
16051,GTEX-12ZZX-0011-R11a-SM-5DUVJ,GTEX,8.711,9.082
16052,GTEX-13QJC-0526-SM-5RQKB,GTEX,11.83,11.83
16053,GTEX-13NYB-0326-SM-5IJDP,GTEX,12.98,10.7
16054,TCGA-AC-A2FF-11,TCGA,13.62,12.81
16055,TCGA-K1-A3PO-01,TCGA,12.25,9.763
16056,GTEX-13X6K-0011-R5b-SM-5PNUE,GTEX,10.89,10.72
