,Sample,Study,ERBB2,EGFR
433,TCGA-EM-A2OW-01,TCGA,11.59,10.87
434,GTEX-NPJ7-0011-R11A-SM-2I3E8,GTEX,9.05,9.387
435,GTEX-X585-0011-R5A-SM-46MVI,GTEX,8.547,9.944
436,TCGA-XF-AAMQ-01,TCGA,14.56,11.08
437,TCGA-BB-A5HY-01,TCGA,10.97,16.69
438,TCGA-AG-3742-01,TCGA,13.29,10.75
439,TCGA-WB-A816-01,TCGA,8.767,10.1
440,TCGA-EA-A410-01,TCGA,11.95,7.401
441,GTEX-POYW-1226-SM-5LU5O,GTEX,11.66,11.27
442,TARGET-10-PANJPG-09,TARGET,7.727,1.108
443,GTEX-13OW6-0526-SM-5L3HY,GTEX,11.38,12.51
444,TCGA-EM-A1CS-01,TCGA,13.85,12.96
445,TARGET-50-CAAAAC-01,TARGET,11.41,12.26
446,GTEX-13NYB-0011-R1b-SM-5KM4F,GTEX,9.439,9.105
447,GTEX-13NYB-0011-R5a-SM-5MR45,GTEX,10.28,10.82
448,TCGA-B0-5075-01,TCGA,12.85,13.82
449,TCGA-W3-AA1R-06,TCGA,9.733,3.984
450,GTEX-U8T8-0326-SM-3DB93,GTEX,12.16,12.27
451,GTEX-Z93S-0005-SM-4RGLW,GTEX,11.04,7.089
452,TCGA-P3-A6T0-01,TCGA,11.77,14.04
453,TCGA-13-0899-01,TCGA,14.33,8.159
454,TCGA-AY-A8YK-01,TCGA,13.39,11.88
455,TCGA-QA-A7B7-01,TCGA,12.49,13.46
456,TARGET-20-PATDHA-09,TARGET,4.064,0.0
457,TCGA-DA-A1IC-06,TCGA,8.321,7.833
458,GTEX-ZYFC-2626-SM-5NQ6S,GTEX,11.59,11.57
459,TCGA-A5-AB3J-01,TCGA,12.09,11.55
460,TCGA-50-8460-01,TCGA,13.19,11.97
461,GTEX-117YW-0526-SM-5H11C,GTEX,11.24,11.09
462,TCGA-CV-7440-11,TCGA,13.41,13.57
463,GTEX-U4B1-1826-SM-4DXSU,GTEX,12.11,14.07
464,TCGA-PG-A917-01,TCGA,12.01,11.11
465,TARGET-20-PATJHJ-09,TARGET,6.327,0.0
466,TCGA-IB-7889-01,TCGA,13.41,11.63
467,GTEX-13FTY-2126-SM-5IFFB,GTEX,13.43,13.52
468,TCGA-LL-A441-01,TCGA,12.67,11.21
469,TCGA-KL-8324-11,TCGA,13.46,11.45
470,TCGA-EM-A3SY-01,TCGA,11.67,10.63
471,TCGA-FF-A7CW-01,TCGA,8.256,6.238
472,TCGA-ZG-A9L1-01,TCGA,12.57,11.05
473,TCGA-V5-AASX-11,TCGA,14.99,14.09
474,TCGA-CN-5361-01,TCGA,12.66,15.17
475,TCGA-AB-2967-03,TCGA,7.149,5.862
476,TARGET-20-PASHBI-09,TARGET,4.958,0.0
477,TCGA-EX-A3L1-01,TCGA,12.91,13.99
478,GTEX-145MN-1526-SM-5SI9T,GTEX,13.55,13.78
479,GTEX-T5JC-0626-SM-3NMA6,GTEX,10.35,11.14
480,TCGA-50-5933-01,TCGA,12.04,14.25
481,TCGA-FT-A3EE-01,TCGA,13.08,15.16
482,GTEX-13N1W-0011-R11a-SM-5MR3D,GTEX,8.322,8.618
483,TCGA-IE-A4EH-01,TCGA,11.25,9.392
484,TCGA-A2-A04Y-01,TCGA,13.75,9.085
485,TCGA-43-3394-01,TCGA,12.39,13.26
486,GTEX-12ZZX-2126-SM-5LZVL,GTEX,11.92,10.84
487,TCGA-ZF-AA4T-01,TCGA,18.06,9.245
488,TCGA-MQ-A6BQ-01,TCGA,13.27,12.87
489,GTEX-WFON-0126-SM-4LVM9,GTEX,10.02,9.847
490,GTEX-139TU-0526-SM-5J2M8,GTEX,11.32,10.6
491,TCGA-AU-6004-01,TCGA,13.58,11.43
492,TCGA-F4-6806-01,TCGA,13.28,10.36
493,TCGA-29-1769-01,TCGA,12.25,9.419
494,TCGA-78-7155-01,TCGA,12.49,8.477
495,GTEX-S3XE-1326-SM-4AD4H,GTEX,11.99,12.92
496,TCGA-2G-AAM4-01,TCGA,13.84,9.81
497,GTEX-RM2N-1426-SM-2TF4H,GTEX,13.65,13.61
498,GTEX-13OVK-0006-SM-5O9B7,GTEX,6.691,4.6
499,TCGA-CJ-4899-01,TCGA,12.19,14.48
500,TCGA-E7-A3X6-01,TCGA,13.7,12.99
501,TCGA-5M-AAT4-01,TCGA,13.0,10.82
502,GTEX-11NUK-2026-SM-5PNVZ,GTEX,11.37,11.93
503,GTEX-13RTJ-2826-SM-5QGQH,GTEX,12.96,13.04
504,GTEX-ZT9W-1626-SM-4YCDQ,GTEX,12.71,12.53
505,TCGA-EL-A3ZK-11,TCGA,12.38,11.75
506,GTEX-WK11-0626-SM-3NMAV,GTEX,13.19,10.91
507,TCGA-24-1474-01,TCGA,13.26,11.84
508,GTEX-R55G-0726-SM-2TC6J,GTEX,12.24,11.43
509,TARGET-10-PANYYV-04,TARGET,7.929,0.0
510,TCGA-3H-AB3U-01,TCGA,12.9,13.94
511,GTEX-11EQ9-1226-SM-5987E,GTEX,10.98,12.32
512,GTEX-13NYB-0226-SM-5N9G4,GTEX,10.95,11.05
513,GTEX-11DXX-1826-SM-5H126,GTEX,13.29,11.66
514,TCGA-CM-6167-01,TCGA,12.73,10.95
515,TCGA-14-0736-02,TCGA,10.48,14.48
516,GTEX-REY6-0126-SM-48FDT,GTEX,11.24,10.11
517,GTEX-ZAB4-0008-SM-4RGM6,GTEX,11.38,13.35
518,TCGA-CW-5590-01,TCGA,11.75,14.44
519,TCGA-CR-7370-01,TCGA,12.46,13.53
520,GTEX-RWS6-0926-SM-47JXE,GTEX,12.7,11.21
521,TARGET-10-PANCVR-03,TARGET,11.13,0.0
522,GTEX-13111-0326-SM-5DUXF,GTEX,9.372,11.85
523,GTEX-OHPK-2626-SM-2HMK9,GTEX,13.01,12.22
524,TARGET-30-PAITEG-01,TARGET,9.987,11.14
525,GTEX-11GSP-1326-SM-5A5KY,GTEX,11.73,10.59
526,GTEX-OXRP-0126-SM-3NB32,GTEX,12.96,14.0
527,GTEX-O5YT-1826-SM-32PK9,GTEX,11.97,12.05
528,GTEX-XGQ4-1026-SM-4AT4L,GTEX,10.61,12.38
529,TCGA-BQ-5888-01,TCGA,14.07,10.52
530,TCGA-B6-A0RH-01,TCGA,15.74,10.35
531,TCGA-EL-A3ZG-01,TCGA,12.71,11.85
532,TCGA-EL-A3CR-01,TCGA,13.58,11.5
533,GTEX-ZVZQ-0326-SM-59HLL,GTEX,8.265,8.462
534,GTEX-X4LF-0006-SM-3NMCO,GTEX,8.649,5.521
535,GTEX-YFC4-0008-SM-4RGM3,GTEX,11.47,13.12
536,TARGET-10-PAPKNC-09,TARGET,11.85,0.0
537,GTEX-1399U-0426-SM-5K7UU,GTEX,12.86,11.97
538,TCGA-A8-A07W-01,TCGA,13.47,7.755
539,GTEX-13VXU-0526-SM-5K7V1,GTEX,12.38,11.42
540,GTEX-XGQ4-0004-SM-4AT5S,GTEX,9.471,2.88
541,GTEX-NPJ8-0007-SM-2D7VX,GTEX,6.88,3.963
542,TCGA-QR-A6GY-01,TCGA,8.76,6.691
543,TCGA-VD-A8KA-01,TCGA,11.86,7.201
544,GTEX-1122O-0008-SM-5QGR2,GTEX,11.29,12.39
545,GTEX-14BIM-2226-SM-5SI8Y,GTEX,11.34,11.34
546,GTEX-147GR-0526-SM-5S2MY,GTEX,13.25,13.72
547,TCGA-DU-A5TR-01,TCGA,9.47,11.62
548,TCGA-YL-A8HJ-01,TCGA,12.37,12.12
549,TCGA-CV-6960-11,TCGA,13.88,13.77
550,GTEX-Y8LW-1826-SM-5S2MV,GTEX,12.67,13.49
551,GTEX-OXRL-0005-SM-3LK6A,GTEX,8.784,4.4
552,TCGA-44-6774-01,TCGA,12.85,11.44
553,GTEX-11P82-0126-SM-5HL72,GTEX,12.74,11.87
554,TCGA-GU-A762-01,TCGA,12.76,12.67
555,TCGA-2Z-A9JK-01,TCGA,13.86,12.96
556,TCGA-CS-5397-01,TCGA,12.33,13.02
557,GTEX-VUSG-0626-SM-4KL1Z,GTEX,12.71,11.9
558,TCGA-AC-A23H-11,TCGA,12.6,13.29
559,TCGA-AX-A3G8-01,TCGA,13.3,9.013
560,GTEX-S33H-1126-SM-2XCB6,GTEX,10.11,12.25
561,GTEX-13PVQ-1726-SM-5IFF3,GTEX,13.18,12.37
562,TCGA-OR-A5K3-01,TCGA,6.859,9.922
563,GTEX-11XUK-0126-SM-5CVLK,GTEX,9.521,11.73
564,GTEX-QCQG-1426-SM-48U22,GTEX,11.82,11.58
565,GTEX-ZDYS-2326-SM-4WKG6,GTEX,13.16,12.09
566,TCGA-AB-2892-03,TCGA,7.045,2.169
567,TCGA-AR-A1AS-01,TCGA,13.4,8.286
568,GTEX-WFG8-2426-SM-3GILL,GTEX,9.264,12.37
569,GTEX-145LU-2026-SM-5Q5E8,GTEX,10.93,10.59
570,TCGA-A1-A0SE-01,TCGA,13.98,11.19
571,GTEX-13VXT-1726-SM-5IFF5,GTEX,13.66,12.32
572,GTEX-13O3O-1826-SM-5IFGW,GTEX,10.97,12.34
573,GTEX-13N1W-0826-SM-5MR5J,GTEX,14.11,11.91
574,GTEX-SIU7-1626-SM-4BRUK,GTEX,12.91,11.71
575,TCGA-CZ-4860-01,TCGA,11.13,14.57
576,GTEX-WY7C-0326-SM-4OND5,GTEX,9.114,11.08
577,GTEX-146FH-2026-SM-5SI9I,GTEX,10.98,11.99
578,TARGET-50-PAJPCM-01,TARGET,11.77,11.3
579,GTEX-ZWKS-0326-SM-5NQ7G,GTEX,9.768,13.5
580,TCGA-BJ-A28S-01,TCGA,13.15,10.73
581,TCGA-CG-5716-01,TCGA,13.25,11.58
582,TCGA-09-2048-01,TCGA,13.06,9.574
583,GTEX-12WSK-2626-SM-5GCOT,GTEX,12.93,12.75
584,TCGA-HU-A4GQ-01,TCGA,12.58,13.07
585,TCGA-E1-5322-01,TCGA,10.55,13.43
586,TCGA-73-4670-01,TCGA,13.26,11.82
587,GTEX-131XH-0011-R2b-SM-5DUVY,GTEX,9.608,10.31
588,TCGA-ZG-A9L5-01,TCGA,12.36,11.08
589,TCGA-CN-5365-01,TCGA,12.43,13.99
590,TCGA-MT-A7BN-01,TCGA,14.51,12.53
591,GTEX-X8HC-0126-SM-4E3JW,GTEX,13.57,13.62
592,TCGA-D3-A51G-06,TCGA,11.13,5.489
593,TCGA-AB-2976-03,TCGA,7.347,0.0
594,GTEX-11I78-1526-SM-5A5K7,GTEX,13.5,12.83
595,TCGA-BR-4371-01,TCGA,13.22,12.55
596,GTEX-ZV7C-0008-SM-57WCL,GTEX,11.25,12.54
597,TCGA-B0-5700-01,TCGA,12.64,12.42
598,TCGA-97-7552-01,TCGA,13.62,11.9
599,TCGA-BF-A5ER-01,TCGA,12.74,5.539
600,TCGA-JW-A5VI-01,TCGA,13.38,12.5
601,TCGA-XK-AAJT-01,TCGA,13.06,12.22
602,GTEX-12WSM-0726-SM-5GCOW,GTEX,11.14,12.3
603,GTEX-ZC5H-2726-SM-5KLZW,GTEX,12.19,11.74
604,TCGA-56-A4BW-01,TCGA,12.43,14.8
605,TCGA-HF-A5NB-01,TCGA,13.83,11.05
606,GTEX-11DXY-1526-SM-5H129,GTEX,11.51,12.86
607,GTEX-WYJK-0326-SM-3NMA8,GTEX,13.3,12.25
608,TCGA-BH-A0HA-11,TCGA,13.06,13.16
609,GTEX-WVLH-0226-SM-3MJG6,GTEX,10.65,12.74
610,GTEX-13SLX-0011-R4a-SM-5O9BJ,GTEX,10.66,11.34
611,TCGA-CV-6956-01,TCGA,12.65,13.85
612,TCGA-GL-6846-01,TCGA,13.22,13.39
613,GTEX-13FHP-3026-SM-5IJBS,GTEX,9.765,10.53
614,TCGA-AA-3489-01,TCGA,12.24,10.93
615,TCGA-24-1470-01,TCGA,13.27,10.67
616,TCGA-36-1580-01,TCGA,13.21,10.95
617,GTEX-12WSJ-1326-SM-5GCOB,GTEX,11.52,11.96
618,GTEX-ZYFG-0126-SM-5GIDH,GTEX,12.28,12.15
619,TCGA-OL-A66O-01,TCGA,13.52,7.156
620,TCGA-HP-A5N0-01,TCGA,12.21,12.04
621,TCGA-AC-A8OP-01,TCGA,14.25,9.812
622,GTEX-ZAB5-1426-SM-5HL9D,GTEX,11.49,11.75
623,GTEX-ZYFG-1526-SM-5GZYM,GTEX,13.06,13.38
624,TCGA-CR-7369-01,TCGA,12.3,13.8
625,GTEX-WYJK-0626-SM-4ONCZ,GTEX,12.81,12.09
626,GTEX-11EQ9-1126-SM-5987I,GTEX,9.057,12.74
627,TCGA-55-A48Z-01,TCGA,13.59,14.07
628,GTEX-T8EM-1826-SM-4DM7F,GTEX,12.56,11.55
629,GTEX-Y111-1826-SM-4SOIR,GTEX,12.01,12.3
630,GTEX-11ZTT-0426-SM-5EQLK,GTEX,11.82,11.6
631,GTEX-13O21-2526-SM-5J1OZ,GTEX,12.29,12.25
632,TCGA-BH-A0HK-11,TCGA,13.34,12.46
633,GTEX-NPJ8-0011-R6a-SM-2HMKB,GTEX,11.27,10.82
634,GTEX-111YS-1726-SM-5GIED,GTEX,12.26,12.33
635,TCGA-HT-8558-01,TCGA,9.376,10.26
636,GTEX-OHPM-2626-SM-33HC5,GTEX,12.89,12.3
637,TCGA-FD-A43S-01,TCGA,13.45,10.53
638,TCGA-29-1710-01,TCGA,13.89,13.03
639,GTEX-1497J-0005-SM-5NQBD,GTEX,9.598,2.738
640,TCGA-B6-A0X7-01,TCGA,14.01,9.788
641,TCGA-EW-A1P0-01,TCGA,9.649,7.782
642,TCGA-DE-A7U5-01,TCGA,13.55,12.39
643,TCGA-D3-A5GU-06,TCGA,11.1,7.423
644,GTEX-S7SE-0526-SM-2XCD8,GTEX,12.29,12.05
645,TCGA-XF-A8HE-01,TCGA,12.09,13.53
646,TCGA-QK-A6IG-01,TCGA,11.7,11.86
647,TCGA-DX-A1KU-01,TCGA,10.86,11.73
648,TCGA-BT-A42F-01,TCGA,12.61,11.85
649,TCGA-61-1900-01,TCGA,14.22,11.28
650,TCGA-Y8-A894-01,TCGA,14.02,11.8
651,GTEX-QCQG-1926-SM-2S1PI,GTEX,12.06,11.99
652,TCGA-77-7337-11,TCGA,12.55,12.47
653,TARGET-30-PASNZU-01,TARGET,10.22,7.58
654,GTEX-ZPCL-2426-SM-57WFP,GTEX,12.53,12.54
655,TARGET-21-PARLSL-09,TARGET,4.133,1.324
656,TCGA-S9-A6U8-01,TCGA,10.14,13.5
657,TCGA-DC-5337-01,TCGA,11.79,8.939
658,GTEX-XGQ4-1526-SM-4AT6H,GTEX,12.96,12.38
659,GTEX-11GSP-0011-R6b-SM-57WBQ,GTEX,10.95,12.75
660,GTEX-11XUK-1426-SM-5EQMG,GTEX,12.27,11.07
661,TCGA-CV-7261-01,TCGA,12.89,13.62
662,TCGA-FR-A8YD-06,TCGA,12.53,7.829
663,GTEX-Y5V6-1026-SM-4VBS2,GTEX,13.58,12.5
664,TCGA-KL-8345-01,TCGA,12.69,12.46
665,TCGA-GM-A3XL-01,TCGA,12.02,10.93
666,TCGA-ZH-A8Y5-01,TCGA,13.08,12.09
667,TCGA-EL-A3T9-01,TCGA,13.31,12.98
668,GTEX-111FC-0226-SM-5N9B8,GTEX,11.08,12.51
669,TCGA-OR-A5J2-01,TCGA,8.813,8.887
670,GTEX-WHPG-2326-SM-3NMBP,GTEX,12.51,12.74
671,TCGA-BR-8363-01,TCGA,13.34,13.4
672,TCGA-T2-A6X2-01,TCGA,12.13,14.11
673,GTEX-YEC4-2126-SM-5IFJH,GTEX,13.58,13.61
674,TCGA-CR-6492-01,TCGA,12.95,13.32
675,GTEX-UJHI-1026-SM-4IHJP,GTEX,11.6,12.14
676,TCGA-G2-A3IB-01,TCGA,12.22,13.18
677,GTEX-11EQ9-0526-SM-5A5JZ,GTEX,12.19,12.51
678,TCGA-EW-A1PC-01,TCGA,14.25,7.323
679,GTEX-WHSE-1526-SM-4M1XH,GTEX,12.86,12.81
680,GTEX-12BJ1-0126-SM-5LU9P,GTEX,11.37,11.23
681,GTEX-13RTJ-0726-SM-5QGQN,GTEX,12.21,10.74
682,TCGA-QR-A707-01,TCGA,7.674,4.709
683,GTEX-XYKS-0002-SM-4BRWN,GTEX,8.415,4.196
684,TCGA-CJ-5675-01,TCGA,12.78,12.96
685,GTEX-X4XX-0011-R10B-SM-46MWO,GTEX,8.495,10.52
686,GTEX-SIU8-0126-SM-2XCDT,GTEX,13.52,13.22
687,TCGA-CU-A3KJ-01,TCGA,13.05,14.63
688,TCGA-A7-A0CH-01,TCGA,13.64,8.538
689,GTEX-ZVP2-1526-SM-5NQ82,GTEX,12.59,11.28
690,GTEX-11GS4-0008-SM-5QGRA,GTEX,11.55,12.34
691,TCGA-CM-6168-01,TCGA,12.42,11.65
692,GTEX-13G51-0011-R11b-SM-5J2NE,GTEX,8.536,8.152
693,TCGA-GN-A4U8-06,TCGA,10.78,5.859
694,TCGA-E9-A2JS-01,TCGA,14.28,8.052
695,GTEX-146FH-0326-SM-5QGPT,GTEX,12.84,12.6
696,TCGA-EA-A1QT-01,TCGA,12.61,12.29
697,GTEX-XYKS-0226-SM-4BRW3,GTEX,12.58,10.81
698,TCGA-E9-A22D-01,TCGA,15.96,7.503
699,TCGA-24-2033-01,TCGA,12.7,7.665
700,GTEX-13NZB-2026-SM-5MR4M,GTEX,11.32,10.91
701,TCGA-W4-A7U4-01,TCGA,12.17,8.102
702,GTEX-RNOR-0826-SM-2TF5C,GTEX,12.24,11.34
703,TCGA-G4-6314-01,TCGA,12.69,10.84
704,GTEX-WEY5-0426-SM-3GIKT,GTEX,12.15,10.24
705,GTEX-12WSM-0326-SM-5LZVI,GTEX,10.69,10.98
706,GTEX-11I78-0826-SM-5A5K4,GTEX,12.24,10.4
707,TCGA-4E-A92E-01,TCGA,12.72,11.95
708,GTEX-11EI6-3026-SM-5GZZO,GTEX,10.3,11.17
709,GTEX-13U4I-2026-SM-5LU3L,GTEX,12.3,12.51
710,TCGA-EL-A3ZL-01,TCGA,12.71,11.65
711,TCGA-XY-A8S3-01,TCGA,12.45,9.703
712,TCGA-PA-A5YG-01,TCGA,7.244,12.72
713,TCGA-HM-A6W2-06,TCGA,12.59,10.83
714,TCGA-EW-A6SB-01,TCGA,12.18,9.477
715,TCGA-44-A47A-01,TCGA,12.74,11.8
716,GTEX-13OVI-0826-SM-5KLZ8,GTEX,12.65,12.23
717,TCGA-B6-A0WV-01,TCGA,12.63,8.64
718,TCGA-WB-A81J-01,TCGA,7.845,5.967
719,GTEX-1399T-1326-SM-5PNVH,GTEX,11.04,12.03
720,TCGA-2G-AAL5-01,TCGA,13.18,11.7
721,GTEX-13NYS-2926-SM-5IFGH,GTEX,10.31,9.123
722,GTEX-QEG4-0426-SM-5S2VQ,GTEX,12.0,10.66
723,TCGA-HE-7129-01,TCGA,14.13,13.11
724,TCGA-05-4398-01,TCGA,13.24,14.07
725,TCGA-HD-7753-01,TCGA,12.15,14.49
726,TCGA-BA-5559-01,TCGA,12.9,13.23
727,TCGA-KK-A59X-01,TCGA,13.64,11.49
728,TCGA-LN-A4MQ-01,TCGA,12.79,14.04
729,TCGA-UL-AAZ6-01,TCGA,18.09,8.431
730,TCGA-B6-A0RG-01,TCGA,13.93,8.894
731,GTEX-ZLWG-0626-SM-4WWFR,GTEX,11.61,12.48
732,GTEX-P4PP-0005-SM-2HMKX,GTEX,7.131,2.419
733,TCGA-SP-A6QC-01,TCGA,9.176,6.457
734,GTEX-X4EP-0826-SM-3P5YK,GTEX,12.15,11.66
735,TCGA-EJ-7794-11,TCGA,13.47,13.13
736,GTEX-11DYG-2526-SM-5N9BB,GTEX,13.36,12.3
737,GTEX-S3XE-1026-SM-4AD4O,GTEX,12.45,11.32
738,GTEX-QLQ7-1626-SM-2S1R8,GTEX,13.31,13.92
739,GTEX-1399S-2226-SM-5IFEW,GTEX,12.02,12.25
740,TCGA-SJ-A6ZI-01,TCGA,13.09,11.1
741,TCGA-EJ-7315-11,TCGA,12.89,12.81
742,TCGA-MH-A562-01,TCGA,13.78,10.87
743,GTEX-13OW8-2726-SM-5L3FZ,GTEX,11.56,11.71
744,GTEX-WQUQ-2426-SM-4MVNW,GTEX,13.28,10.77
745,GTEX-XBED-0006-SM-47JXO,GTEX,7.41,5.121
746,TCGA-24-1562-01,TCGA,13.24,10.58
747,TCGA-FE-A235-01,TCGA,14.0,11.69
748,TCGA-AJ-A3NE-11,TCGA,11.55,11.3
749,GTEX-RWSA-1426-SM-47JXA,GTEX,11.98,13.6
750,GTEX-111CU-0226-SM-5GZXC,GTEX,12.82,11.73
751,GTEX-ZDXO-2426-SM-5S2NJ,GTEX,10.78,12.08
752,TCGA-EM-A3SU-01,TCGA,13.32,10.94
753,TCGA-WC-A884-01,TCGA,11.28,9.536
754,TCGA-HT-7874-01,TCGA,10.2,12.99
755,TCGA-EM-A3SU-06,TCGA,13.71,12.35
756,GTEX-13OW6-0326-SM-5L3H9,GTEX,11.6,11.89
757,TCGA-77-8007-01,TCGA,13.1,12.88
758,TCGA-FS-A1ZB-06,TCGA,11.9,10.99
759,GTEX-RN64-0826-SM-2TC62,GTEX,11.74,11.91
760,TCGA-A7-A0DC-01,TCGA,13.96,9.49
761,TCGA-DM-A1HA-01,TCGA,13.59,12.51
762,TCGA-24-2297-01,TCGA,13.5,10.92
763,GTEX-QCQG-1926-SM-5SI7Q,GTEX,12.43,12.18
764,TCGA-GM-A2DD-01,TCGA,13.71,13.05
765,GTEX-X585-3026-SM-46MWF,GTEX,9.308,9.348
766,TCGA-77-7463-01,TCGA,11.38,14.19
767,GTEX-QEL4-1326-SM-447AD,GTEX,12.22,11.08
768,TARGET-20-PAKVGI-09,TARGET,7.094,4.693
769,TCGA-S9-A6TV-01,TCGA,9.723,12.18
770,GTEX-ZVT3-0826-SM-5GIC8,GTEX,13.08,10.07
771,TCGA-BH-A6R9-01,TCGA,11.73,12.58
772,TCGA-CJ-4644-01,TCGA,11.68,13.57
773,GTEX-11WQK-3126-SM-5EGI2,GTEX,9.395,9.835
774,TCGA-D3-A2J8-06,TCGA,8.617,10.78
775,TCGA-E2-A158-11,TCGA,11.85,12.96
776,TARGET-50-PAJNAA-01,TARGET,13.05,6.745
777,GTEX-Q2AH-1726-SM-2S1OT,GTEX,9.799,12.52
778,TCGA-39-5039-01,TCGA,11.84,12.36
779,TCGA-DK-A3IS-01,TCGA,14.76,10.91
780,TCGA-BR-4363-01,TCGA,11.93,11.83
781,TCGA-SP-A6QH-01,TCGA,10.48,10.46
782,TCGA-64-5781-01,TCGA,12.95,11.95
783,TCGA-B0-4712-11,TCGA,14.2,12.36
784,GTEX-139UC-3226-SM-5N9EZ,GTEX,9.45,10.16
785,GTEX-13OW7-2726-SM-5L3HN,GTEX,8.609,11.22
786,GTEX-145MH-3026-SM-5Q5DZ,GTEX,8.64,10.37
787,TCGA-HN-A2OB-01,TCGA,14.54,11.48
788,GTEX-13NYC-2426-SM-5MR3K,GTEX,13.29,11.13
789,GTEX-ZAB5-0626-SM-5PNVB,GTEX,11.72,11.39
790,TCGA-CQ-7068-01,TCGA,12.35,13.91
791,GTEX-12WSI-0226-SM-5GCNA,GTEX,12.91,11.65
792,TCGA-D8-A141-01,TCGA,13.41,9.992
793,GTEX-13JVG-0526-SM-5IJBN,GTEX,13.06,12.33
794,GTEX-SSA3-0008-SM-47JWJ,GTEX,10.93,13.23
795,GTEX-ZYT6-1326-SM-5E453,GTEX,12.0,10.95
796,GTEX-ZT9W-1326-SM-51MTB,GTEX,13.17,12.64
797,GTEX-13NZB-2526-SM-5J1OM,GTEX,13.76,13.57
798,GTEX-13PVQ-0426-SM-5J1OG,GTEX,12.83,12.96
799,TCGA-D8-A1JN-01,TCGA,13.52,7.316
800,GTEX-ZZPT-2926-SM-5EQ5S,GTEX,10.01,10.36
801,GTEX-12WSB-2426-SM-5EGJC,GTEX,13.47,12.46
802,TCGA-QC-AA9N-01,TCGA,11.19,12.1
803,GTEX-11GSO-2426-SM-5A5LY,GTEX,13.43,13.75
804,GTEX-12696-0826-SM-5EGGE,GTEX,11.02,11.76
805,GTEX-OXRL-0126-SM-2YUMP,GTEX,13.17,13.4
806,TCGA-EM-A2CJ-01,TCGA,13.71,11.4
807,GTEX-ZYFD-1026-SM-5E43Z,GTEX,8.354,11.76
808,GTEX-12ZZX-0011-R5a-SM-5HL89,GTEX,10.66,11.6
809,TARGET-20-PARBFJ-09,TARGET,7.182,2.971
810,GTEX-U3ZM-0826-SM-4DXU6,GTEX,11.04,11.5
811,TCGA-49-AARN-01,TCGA,13.86,11.81
812,TCGA-CV-5444-01,TCGA,11.56,14.23
813,GTEX-WHSE-2926-SM-3NMBG,GTEX,9.187,9.471
814,TCGA-AR-A24P-01,TCGA,14.27,10.17
815,TCGA-18-5595-01,TCGA,12.09,13.13
816,TCGA-EA-A97N-01,TCGA,12.44,12.58
817,TARGET-30-PASPER-01,TARGET,9.688,8.646
818,TCGA-SX-A7SM-01,TCGA,12.92,12.52
819,GTEX-11P81-0926-SM-59874,GTEX,11.28,12.54
820,TCGA-DJ-A4V5-01,TCGA,13.98,12.63
821,GTEX-U4B1-0126-SM-4DXSN,GTEX,9.25,11.9
822,GTEX-13QBU-1626-SM-5LU4S,GTEX,11.83,11.57
823,TCGA-DD-AAEI-01,TCGA,12.06,11.42
824,TCGA-AZ-4615-01,TCGA,12.52,10.84
825,GTEX-XUJ4-1926-SM-4BOOV,GTEX,12.09,13.12
826,TCGA-99-8028-01,TCGA,12.95,11.33
827,TCGA-VR-A8EO-01,TCGA,11.43,14.71
828,GTEX-ZAB4-1726-SM-5HL8C,GTEX,11.83,11.08
829,GTEX-ZYY3-1726-SM-5EGH3,GTEX,12.01,10.72
830,TCGA-HE-A5NK-01,TCGA,12.16,11.25
831,GTEX-11WQK-0226-SM-5EQLI,GTEX,11.16,10.99
832,GTEX-ZPIC-0002-SM-4WWEC,GTEX,8.354,6.487
833,TCGA-CV-7424-11,TCGA,13.9,13.75
834,TCGA-ET-A25G-01,TCGA,14.11,12.28
835,TARGET-30-PAPTFZ-01,TARGET,9.671,7.256
836,TCGA-AX-A2HD-11,TCGA,13.66,11.13
837,TARGET-10-PASKHT-03,TARGET,9.366,5.734
838,GTEX-13O1R-0226-SM-5K7U5,GTEX,9.407,13.57
839,TCGA-HT-7616-01,TCGA,10.28,14.24
840,TCGA-CR-7395-01,TCGA,12.43,13.08
841,TCGA-DJ-A2PS-01,TCGA,13.32,12.61
842,GTEX-12ZZW-2926-SM-5LZUP,GTEX,10.51,11.47
843,TCGA-BR-7196-01,TCGA,12.76,11.78
844,GTEX-Y3IK-0726-SM-4WWE5,GTEX,12.67,11.53
845,GTEX-VJYA-0826-SM-4KL1M,GTEX,12.22,11.51
846,TARGET-20-PANWHP-09,TARGET,5.261,0.0
847,GTEX-WEY5-1026-SM-4LMK9,GTEX,11.56,12.57
848,GTEX-ZYT6-1226-SM-5E44Q,GTEX,11.79,12.66
849,GTEX-133LE-0326-SM-5P9G4,GTEX,12.88,11.26
850,TCGA-23-1113-01,TCGA,13.14,9.934
851,GTEX-145ME-0326-SM-5S2QO,GTEX,11.72,11.7
852,GTEX-QEG4-0008-SM-48TYZ,GTEX,10.36,11.16
853,GTEX-U3ZN-0002-SM-3NMDF,GTEX,8.599,5.41
854,GTEX-YB5E-0526-SM-4VDSD,GTEX,12.16,11.43
855,GTEX-117YW-0226-SM-5N9CM,GTEX,12.86,10.9
856,GTEX-12584-3126-SM-5EGKR,GTEX,10.51,9.307
857,TCGA-GM-A3XG-01,TCGA,14.17,11.17
858,TCGA-24-2290-01,TCGA,12.74,11.0
859,TCGA-ET-A39J-01,TCGA,13.79,13.12
